App Name,Category,Free,Currency,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Mod Godzilla Minecraft,Entertainment,TRUE,USD,4.4 and up,Master mod & skin,,mastermodsnskins@gmail.com,"May 9, 2021","May 09, 2021",Everyone,https://mods-of-master.flycricket.io/privacy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:47
Easy Mixed Martial Arts Tutorial,Books & Reference,TRUE,USD,4.1 and up,Warrior Tutorial,,warriortutorial@gmail.com,"Jun 13, 2019","Jun 14, 2019",Everyone,https://warriortutorial.blogspot.com/2019/04/privacy-and-policy-for-warrior.html,TRUE,FALSE,FALSE,2021-06-15 20:19:47
Photo Editor & Collage Maker Pro 2021,Beauty,TRUE,USD,4.1 and up,Mega Tech Inc.,https://s120ace4.app-ads-txt.com,edwardseigler58@gmail.com,"May 12, 2019","Nov 19, 2020",Everyone,https://sites.google.com/view/megatech-privacypolicy/home,TRUE,FALSE,FALSE,2021-06-15 20:19:47
Piano Orchestra Sounds Ringtone,Music & Audio,TRUE,USD,2.2 and up,Sugar Daddy Developer,http://omahnico.com/,projecthalalnan@gmail.com,"Apr 21, 2018","Apr 21, 2018",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:47
AKKA Events,Business,TRUE,USD,4.4 and up,myQaa SAS,https://myqaa.com,apps@myqaa.com,"Jan 15, 2019","May 15, 2019",Everyone,https://myqaa.com/privacy-policy.php,FALSE,FALSE,FALSE,2021-06-15 20:19:47
Defective pixel and Touch panel Checker,Tools,TRUE,USD,4.1 and up,riceon,http://riceon.main.jp/index.html,riceon.dev@gmail.com,"Mar 16, 2019","May 27, 2019",Everyone,http://app.riceon.main.jp/?eid=1,TRUE,FALSE,FALSE,2021-06-15 20:19:47
New Vision Online,Lifestyle,TRUE,USD,6.0 and up,New Vision Baptist Church,http://www.subsplash.com/,appsupport@subsplash.com,"Nov 11, 2020","May 02, 2021",Everyone,http://www.subsplash.com/legal/privacy,FALSE,FALSE,FALSE,2021-06-15 20:19:47
Red Bay Alabama Radio Stations,Music & Audio,TRUE,USD,4.4 and up,henvel,https://henvelapps87.blogspot.com,henryjvf@gmail.com,"Jul 14, 2020","Jul 15, 2020",Teen,https://www.facebook.com/notes/henvel-apps/privacy-policy-for-mobile-applications/307748566516458/,TRUE,FALSE,FALSE,2021-06-15 20:19:47
é¯sem Dijital,Education,TRUE,USD,4.1 and up,é¯MPARK,http://www.impark.com.tr,yonetim@impark.com.tr,"Mar 15, 2019","Nov 02, 2020",Everyone,http://impark.com.tr/gizlilik_sozlesmesi.pdf,FALSE,FALSE,FALSE,2021-06-15 20:19:48
Subtitle,Education,TRUE,USD,4.0.3 and up,çú¨ç?ù°??ç?™°??ç??ç?≠,http://www.passsong.com,info@passsong.com,"Dec 24, 2013","Mar 20, 2019",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:48
Ibiza Airport Guide - Flight information IBZ,Travel & Local,TRUE,USD,5.0 and up,TrackingTopia,,trackingtopia@gmail.com,"May 14, 2019","May 24, 2021",Everyone,https://www.dropbox.com/s/0ic3pwq0im2deix/Privacy%20Policy.pdf?dl=0,TRUE,FALSE,FALSE,2021-06-15 20:19:48
Animal Hunting - Wild Shooting,Adventure,TRUE,USD,4.4 and up,Real Fighting Games,,info@arcadestudiosbd.com,"May 8, 2021","May 09, 2021",Teen,http://3dme.org/app-privacy-policy/,TRUE,FALSE,FALSE,2021-06-15 20:19:48
"Pocket Agenda - To-Do List, Reminders, Organizer",Education,TRUE,USD,4.4 and up,Ved Tiwari,,vedt1145@gmail.com,"May 8, 2020","May 08, 2020",Everyone,https://pocket-agenda.flycricket.io/privacy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:48
ZEIT AUDIO,News & Magazines,TRUE,USD,5.0 and up,ZEIT ONLINE,http://www.zeit.de,apps@zeit.de,"Apr 16, 2014","Feb 01, 2021",Everyone,http://www.zeit.de/hilfe/datenschutz,FALSE,TRUE,FALSE,2021-06-15 20:19:48
Fancy Parivar,Social,TRUE,USD,4.0.3 and up,Optimum Technology,http://fancyparivar.visioninfotech.net,hr@visioninfotech.net,"Oct 8, 2019","Oct 09, 2019",Teen,http://fancyparivar.visioninfotech.net/policy,FALSE,FALSE,FALSE,2021-06-15 20:19:48
Promotor,Productivity,TRUE,USD,Varies with device,TouchesBegan,http://www.touchesbegan.com,info@touchesbegan.com,,"Aug 14, 2017",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:48
Swellby Session Notes,Business,TRUE,USD,6.0 and up,"Swellby, Inc.",http://www.swellby.com,dennis@swellby.com,"Apr 10, 2018","May 13, 2021",Everyone,https://www.swellby.com/,FALSE,FALSE,FALSE,2021-06-15 20:19:48
Disco Lights (flashing!),Entertainment,TRUE,USD,4.1 and up,Konstantin Bogomolov,https://bogomolov.tech,konstantin@bogomolov.tech,"May 23, 2020","May 28, 2020",Everyone,https://sites.google.com/view/discolight/home,FALSE,FALSE,FALSE,2021-06-15 20:19:48
Biochemistry MCQ,Education,TRUE,USD,4.4 and up,RajalakshmiRTY,http://www.mcqweb.com,rajalakshmi100384@gmail.com,"Oct 11, 2019","Jan 09, 2021",Everyone,http://www.mcqweb.com/privacy_Policy/BiochemistryMCQ.html,TRUE,FALSE,FALSE,2021-06-15 20:19:48
HD Video Player (IPTV) Mp4 Max - All Format,Video Players & Editors,TRUE,USD,4.0.3 and up,Croynox,,croynox700@gmail.com,"Sep 21, 2018","Sep 21, 2018",Everyone,https://pastebin.com/KvN42Tpi,TRUE,FALSE,FALSE,2021-06-15 20:19:48
Ü®çä??ÇÅ?Üˇ?,Action,TRUE,USD,4.1 and up,Kobedenshi Gamesoft,https://www.facebook.com/KobedenshiGame/,gow@kobedenshi.ac.jp,"Jul 13, 2017","Jul 16, 2017",Everyone 10+,,FALSE,FALSE,FALSE,2021-06-15 20:19:48
Active Kids - Kinder/Preschooler App,Education,TRUE,USD,5.0 and up,TTB Global,http://www.trackthebird.com,kinderactiveteam@gmail.com,"Jul 31, 2019","Aug 22, 2019",Everyone,https://trackthebird.com/kinder_active_privacy_policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:48
SIAC Condom??nios Lages,Tools,TRUE,USD,5.0 and up,Torino Inform?≠tica,http://www.torinoinfo.com.br,suporte@torinoinfo.com.br,"Apr 30, 2020","Oct 17, 2020",Everyone,https://www.siacje.com.br/Main/Privacidade.aspx,FALSE,FALSE,FALSE,2021-06-15 20:19:48
Zavia (Part-2) by Ashfaq Ahmed - Offline,Books & Reference,TRUE,USD,4.1 and up,Kamboh Studio,,kambohstudio68@gmail.com,"Oct 1, 2018","Nov 19, 2018",Everyone,https://docs.google.com/document/d/e/2PACX-1vRh7B3QDdUIAPsEqd7F6aC3_k03Nl7A5gqmZlf3hGcZLMbPCiDH_YIhJ0lWwrXXRZuG24U9OBdmUpll/pub,TRUE,FALSE,FALSE,2021-06-15 20:19:48
Ticketspice Scanner,Business,TRUE,USD,7.0 and up,Webconnex LLC,http://ticketspice.com,googleplay@ticketspice.com,"Aug 14, 2019","May 17, 2021",Everyone,https://www.ticketspice.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:49
Tank War,Action,TRUE,XXX,4.1 and up,Wapikopa,https://wapikopa.com/,wapikopa@gmail.com,"Dec 26, 2020","Dec 26, 2020",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:49
John Brick,Action,TRUE,USD,4.4 and up,Apps Bergman,https://appsbergman.com/,contato@appsbergman.com,"Mar 19, 2021","Mar 22, 2021",Teen,http://appsbergman.com/privacy_policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:49
Unicorn Birthday Cake and Candles,Entertainment,TRUE,USD,4.4 and up,Fast and Fun Apps,,fastandfununiqueapps@gmail.com,"Mar 12, 2019","Mar 14, 2019",Everyone,https://fastandfununiqueap.wixsite.com/fastandfun,TRUE,FALSE,FALSE,2021-06-15 20:19:49
Germany wallpapers,Entertainment,TRUE,USD,4.1 and up,FDP Apps,,fdpapps@gmail.com,"Dec 2, 2019","Oct 13, 2020",Everyone,https://www.facebook.com/notes/maria-ps/pol%C3%ADticas-de-privacidad-fdp-apps/106480363817058/,TRUE,FALSE,FALSE,2021-06-15 20:19:49
sundarara kanda by m s ramarao,Music & Audio,TRUE,USD,4.0.3 and up,VSK apps,,vipulappseries@gmail.com,"Feb 16, 2017","Feb 17, 2017",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:49
Brain teaser game,Trivia,TRUE,USD,4.1 and up,"Smarter Everywhere É?? Games, Quizzes, Tests",https://microdevelopmentapps.blogspot.com,microdevelopment1@gmail.com,"Jan 12, 2020","Jul 17, 2020",Everyone,https://microdevelopmentapps.blogspot.com/p/blog-page.html,TRUE,FALSE,FALSE,2021-06-15 20:19:49
Dainik Savera Times,News & Magazines,TRUE,USD,5.0 and up,DAINIK SAVERA NEWS AND MEDIA NETWORK,http://www.dainiksaveratimes.com,dainiksaveravideos@gmail.com,"Dec 24, 2014","May 14, 2021",Everyone,http://dainiksaveratimes.com/privacy-policy/,TRUE,FALSE,FALSE,2021-06-15 20:19:49
Tile Jump: Find the Path,Puzzle,TRUE,USD,4.1 and up,Zilmer Games,https://zilmergames.com/,zilmergames@gmail.com,"Jun 12, 2018","Jan 15, 2019",Everyone,https://zilmergames.com/privacy/,TRUE,TRUE,FALSE,2021-06-15 20:19:49
"SnapScan É?? Scan, Sign, Share Documents",Productivity,TRUE,USD,6.0 and up,Murthy Kotta,https://www.snapscan.ai/,connect@snapscan.ai,"Jan 3, 2021","May 30, 2021",Everyone,https://www.snapscan.ai/,TRUE,FALSE,FALSE,2021-06-15 20:19:49
Indiana Center for Recovery,Health & Fitness,TRUE,USD,5.0 and up,CaredFor,,ben@caredfor.com,"Apr 9, 2020","Jun 01, 2020",Teen,https://icr.caredfor.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:49
opti*Map ED (Deutschland),Maps & Navigation,TRUE,USD,4.1 and up,Jens-Christian Henke,http://www.opti-map.de,optiMap@henkesoft.de,,"Jun 14, 2021",Everyone,http://www.en.de/optiMap_Privacy_Policy_EN.html,FALSE,FALSE,FALSE,2021-06-15 20:19:49
B†Ø?nh vi†Ø?n Qu†ß?n 2 - éê†ß˙t kh?≠m online,Medical,TRUE,USD,4.1 and up,YouMed Vietnam,https://youmed.vn/,hostmaster@youmed.vn,"Dec 6, 2019","Jun 15, 2021",Everyone,https://www.termsfeed.com/privacy-policy/81038858594d4ebdf20edb4f1731c5cb,TRUE,FALSE,FALSE,2021-06-15 20:19:49
Radio of Life,Music & Audio,TRUE,USD,6.0 and up,Skagit Valley Family Radio,http://www.radiooflife.org,admin@radiooflife.org,"May 1, 2017","Nov 22, 2019",Everyone,https://securenetsystems.net/mobileapp/app_privacy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:49
M??l??l??mo,Puzzle,TRUE,USD,1.6 and up,Patrice Fouquet,http://patquoi.fr,android@patquoi.fr,"Sep 2, 2020","Sep 20, 2020",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:49
Cherry Lodge Golf Club,Sports,TRUE,USD,5.1 and up,Gallus Golf,http://GallusGolf.com,AndroidDeveloper@gallusgolf.com,"Jul 9, 2013","Jun 09, 2021",Everyone,http://gallusgolf.com/privacy,FALSE,FALSE,FALSE,2021-06-15 20:19:49
Matb??rsen,Business,TRUE,USD,4.1 and up,Lexit Group Norway AS,http://www.matborsen.no,ordre@matborsen.no,"Jul 7, 2017","Aug 27, 2019",Everyone,http://www.lexit.no/aktuelt/personvern-i-vare-mobilapplikasjoner,FALSE,FALSE,FALSE,2021-06-15 20:19:49
CRICKET FORECASTER (PREDICTION IN %),Sports,TRUE,USD,4.4 and up,SPORTSERA LTD,,laxmibhukta@gmail.com,"Aug 12, 2018","Jun 03, 2020",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:49
UCM Radio-The Beat,Entertainment,TRUE,USD,4.0 and up,Citrus3,http://www.citrus3.com,info@citrus3.com,"Feb 8, 2017","Feb 08, 2017",Everyone,http://citrus3.com/privacypolicy.htm,FALSE,FALSE,FALSE,2021-06-15 20:19:50
Lift It!,Sports,TRUE,USD,4.4 and up,HYPE LLC,,contact@it-hype.com,"Mar 19, 2021","Mar 26, 2021",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:50
Make Money Online - Best & Easy Ways to Earn Money,Finance,TRUE,USD,4.4 and up,Appix Inc.,,tmr.play1@gmail.com,"Sep 2, 2020","May 03, 2021",Everyone,https://makemoney3-appix.blogspot.com/2020/09/make-money-online-3-privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:50
Wealth Grow,Finance,TRUE,USD,4.1 and up,Dips Imagination Pvt. Ltd.,,dipl.ahdi@gmail.com,"May 1, 2021","May 10, 2021",Everyone,http://fincorponline.com/app_policy/wealthgrow/privacypolicy.htm,FALSE,FALSE,FALSE,2021-06-15 20:19:50
Arabic Keyboard 2020-Speech To Text Keyboard,Tools,TRUE,USD,5.0 and up,Rafsan Jani Syed,,rafsanjanisyed13@gmail.com,"Jan 14, 2020","Feb 15, 2020",Everyone,https://arabckeyboardspeech.blogspot.com/,TRUE,FALSE,FALSE,2021-06-15 20:19:50
GPSVT - GPS Vehicle Tracking from Enterox,Maps & Navigation,TRUE,USD,4.0 and up,Enterox - ERP and IoT apps for companies and users,http://www.gpsvt.com,contact@enterox.com,"Sep 30, 2020","Sep 30, 2020",Everyone,https://www.enterox.com/install/terms.htm,FALSE,FALSE,FALSE,2021-06-15 20:19:50
Radio nuova san giorgio online app,Music & Audio,TRUE,USD,4.4 and up,duendeal,,deltaalvarez@gmail.com,"Oct 19, 2019","Feb 11, 2020",Teen,https://myappsduendeal.blogspot.com/p/privacy-service-providers-who.html,TRUE,FALSE,FALSE,2021-06-15 20:19:50
ç??ç?¯ ç??ç?™çßêç??,Education,TRUE,XXX,4.3 and up,ç??ç?¯ç??ç˝?,https://www.osan.go.kr,osmayor00@gmail.com,"Feb 3, 2021","Feb 03, 2021",Everyone,https://www.osan.go.kr/portal/contents.do?mId=0602000000,FALSE,FALSE,FALSE,2021-06-15 20:19:50
Internet Blocker: Net Blocker for Apps,Tools,TRUE,USD,5.0 and up,m24apps,https://www.m24apps.com,support@m24apps.com,"Nov 18, 2019","Jul 14, 2020",Everyone,https://www.m24apps.com/privacy-policy.php,TRUE,FALSE,FALSE,2021-06-15 20:19:50
drCLOUD Certificati,Medical,TRUE,USD,4.1 and up,CompuGroup Medical Italia S.p.A.,http://www.drcloud.it/,dev@compugroupmedical.it,"Sep 29, 2014","Apr 09, 2019",Everyone,https://www.cgm.com/it/documentazione/basic_page__12___4__with_right_column_335.it.jsp,FALSE,FALSE,FALSE,2021-06-15 20:19:50
Tr?˝ chí≠i ngí¯†Øùi treo c†Ø? - Gi†ßúi ?? ch†Ø?,Puzzle,TRUE,USD,2.3 and up,NMP SOFTWARE,,nmpsoftware@gmail.com,"Jul 19, 2018","Jul 22, 2018",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:50
Nashitun,Shopping,TRUE,USD,5.0 and up,InnoShop Co,,rhib_@hotmail.com,"Feb 3, 2020","Feb 03, 2020",Everyone,https://nashitun.com/,FALSE,FALSE,FALSE,2021-06-15 20:19:50
Sorvetes Ki-Sabor,Food & Drink,TRUE,USD,4.1 and up,amo.delivery,,atendimento@amo.delivery,"Apr 9, 2020","Apr 09, 2020",Mature 17+,https://amo.delivery/politica-de-privacidade,FALSE,FALSE,FALSE,2021-06-15 20:19:51
Brazil Real x Honduran Lempira,Finance,TRUE,USD,4.1 and up,Currency Converter X Apps,https://vsxapps.com/currencyx,vagner.xavier.ti@gmail.com,"Dec 31, 2016","May 30, 2020",Everyone,http://vsxapps.com/privacy-policy?app=Brazil%20Real%20x%20Honduran%20Lempira,TRUE,FALSE,FALSE,2021-06-15 20:19:51
Extreme Flight Sim,Simulation,TRUE,USD,2.3 and up,Multi Touch Games,http://www.multitouchstudio.com,support@multitouchstudio.com,"Jun 2, 2015","Jun 02, 2015",Everyone,http://multitouchstudio.com/privacypolicy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:51
FashionValet,Shopping,TRUE,USD,6.0 and up,FASHION VALET SDN. BHD.,https://www.fashionvalet.com,info@fashionvalet.com,"Sep 25, 2019","Apr 28, 2021",Everyone,https://www.fashionvalet.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:51
"UG Bazaar: Automobiles, Jobs, Buy, Sell in Nepal",Shopping,TRUE,USD,6.0 and up,UG,https://www.ugbazaar.com/,info@ugbazaar.com,"Aug 6, 2020","Jun 08, 2021",Everyone,https://www.ugbazaar.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:51
Persian English translator,Tools,TRUE,USD,4.4 and up,quicklearn,http://apps.quicklearn.me,freetut4u@gmail.com,"Jun 24, 2019","Jul 07, 2019",Everyone,https://app.termly.io/document/privacy-notice/3e413c98-304b-455f-be8a-9ac367c7cfe1,TRUE,FALSE,FALSE,2021-06-15 20:19:51
CoolTopup Recharge,Productivity,TRUE,USD,4.0.3 and up,Haititalk,https://www.cooltopuprecharge.com,support@cooltopuprecharge.com,"Mar 20, 2019","Mar 20, 2019",Everyone,https://customer.haititalk.com/privacy/,FALSE,FALSE,FALSE,2021-06-15 20:19:51
Female Red Junglefowl Sounds HD,Music & Audio,TRUE,XXX,4.1 and up,Duam,,hobiburung182@gmail.com,"Nov 10, 2020","Feb 26, 2021",Everyone,https://hobiburung.org/privacy-policy/,TRUE,FALSE,FALSE,2021-06-15 20:19:51
Team Tampa Sports,Sports,TRUE,USD,8.0 and up,"Exposure Events, LLC",https://basketball.exposureevents.com/mobile,apps@exposureevents.com,"Jan 14, 2016","Feb 16, 2021",Everyone,http://basketball.exposureevents.com/privacy-policy,TRUE,FALSE,FALSE,2021-06-15 20:19:51
?????Ò???™?´?Ê???Ò ?ü???® ???®???´?®?˝?®?ç?Ø???®,Social,TRUE,USD,4.1 and up,Alex Anthis,,anthiswebdev@gmail.com,"Dec 17, 2016","Apr 14, 2020",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:51
Wallpapers for Chicago Bears Fans,Personalization,TRUE,USD,4.0 and up,Frozen Moth Inc.,,frozenmothinc@gmail.com,"Jan 14, 2017","Mar 10, 2019",Everyone,https://sites.google.com/view/cbears-privacy-policy,TRUE,FALSE,FALSE,2021-06-15 20:19:51
Thick Hair Ideas,Beauty,TRUE,USD,4.1 and up,Mirror Image,,mirrorimagecermin@gmail.com,"Oct 5, 2017","Apr 29, 2020",Everyone,https://mirrorimagep.blogspot.com/p/thick-hair-ideas.html,TRUE,FALSE,FALSE,2021-06-15 20:19:51
Photo Collage,Photography,TRUE,USD,2.3 and up,Southern Studio,,southernstudiovn@gmail.com,"Jul 3, 2014","Sep 26, 2018",Everyone,http://45.63.22.220/policy/policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:51
Bet Tips Score Match,Sports,TRUE,USD,5.0 and up,bettingtipsdeveloper,,ugurguven3939@gmail.com,"Nov 15, 2020","May 03, 2021",Everyone,https://docs.google.com/document/d/1EISv6dZczJBm3ljdQ5C1ia5oeqIQY4SHxI1O73CaIwY/,FALSE,FALSE,FALSE,2021-06-15 20:19:51
Guard Tour Patrol Management System - VersionX,Business,TRUE,USD,4.4 and up,VersionX Innovations,http://www.versionx.in,apps@versionx.in,"Dec 11, 2018","May 18, 2021",Everyone,http://www.versionx.in/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:51
Night Changes - One Direction - Piano Tunes,Casual,TRUE,USD,4.1 and up,Game Changers LT,,gamechangerslt@gmail.com,"Oct 14, 2018","Oct 14, 2018",Everyone,https://unity3d.com/legal/privacy-policy,TRUE,FALSE,FALSE,2021-06-15 20:19:51
Celebriffy,Social,TRUE,USD,5.0 and up,Celebriffy,https://celebriffy.com/,celebriffy@gmail.com,"Apr 5, 2021","Jun 12, 2021",Teen,https://celebriffy.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:51
O Melhor da :-: Banda Calypso,Music & Audio,TRUE,USD,4.0.3 and up,isal2nd,,isalkatering@gmail.com,,"Sep 05, 2017",Everyone,https://docs.google.com/document/d/1v1GbEaxbHERHt3kO0i00XmNnJul9Z-J_SWHPSBm3fH8,TRUE,FALSE,FALSE,2021-06-15 20:19:51
TELETAXI/TERESINA - Taxista,Maps & Navigation,TRUE,USD,4.0.3 and up,Taxi Machine - Hospedagem Compartilhada,http://www.taximachine.com.br,playtaximachine@gaudium.com.br,"Nov 27, 2017","Jan 30, 2019",Everyone,http://cloud.taximachine.com.br/extras/termosuso/,FALSE,FALSE,FALSE,2021-06-15 20:19:52
Call from Bendy ???Ò Call + Chat,Simulation,TRUE,USD,4.1 and up,Nirasourikay,,Nirasourikay@gmail.com,"Feb 10, 2021","Feb 10, 2021",Teen,https://sites.google.com/view/nirasourikay,TRUE,FALSE,FALSE,2021-06-15 20:19:52
Sandefjord kommune Innsiden,Business,TRUE,USD,5.0 and up,Sandefjord kommune,http://sandefjord.kommune.no/,helpdesk@sandefjord.kommune.no,"Feb 12, 2019","Aug 15, 2019",Everyone,https://www.sandefjord.kommune.no/innsidenprivacy,FALSE,FALSE,FALSE,2021-06-15 20:19:52
OK eFOG,Books & Reference,TRUE,USD,4.4 and up,ICTAP,,ejc@spawar.navy.mil,"Dec 29, 2020","Jan 26, 2021",Everyone,https://www.cisa.gov/sites/default/files/publications/eFOG%20Privacy%20Policy%20Statement-508.pdf,FALSE,FALSE,FALSE,2021-06-15 20:19:52
MSU - Sponsors,Productivity,TRUE,USD,4.4 and up,MSU ITS Department,http://www.msu.ac.zw,changamire@students.msu.ac.zw,"Dec 13, 2018","Dec 17, 2018",Everyone,http://www.msu.ac.zw/policy,FALSE,FALSE,FALSE,2021-06-15 20:19:52
blood bank,Medical,TRUE,USD,5.0 and up,Egy Inc.,,himahamed999@gmail.com,"Aug 10, 2020","Aug 10, 2020",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:52
Limitless Paint,Tools,FALSE,USD,4.1 and up,Bitscaffold,,traista.rafael@yahoo.com,"Nov 30, 2018","Apr 08, 2019",Everyone,http://htmlpreview.github.io/?https://github.com/TraistaRafael/LimitlessPaintUtils/blob/master/privacy_policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:52
Marshmello Alone Launchpad Mashup Music Mix,Music,TRUE,USD,4.0.3 and up,Mashup Mix Music,,farhananur1997hope@gmail.com,"May 21, 2020","Oct 11, 2020",Everyone,https://privacypolicymashupmixmusic.blogspot.com/2020/05/privay-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:52
Cost of Living Calculator Plus,Business,TRUE,USD,4.1 and up,Wesley Riley,http://www.wesleyriley.com,rileywesley@gmail.com,"Jan 30, 2016","Jun 28, 2016",Everyone,http://www.wesleyriley.com,FALSE,FALSE,FALSE,2021-06-15 20:19:52
Weapons Ringtones,Music & Audio,TRUE,USD,4.4 and up,ynvapps,https://ynvapps.blogspot.com/,gloriainesvelasquezgomez@gmail.com,"Feb 14, 2019","Feb 14, 2019",Mature 17+,http://appsmoment.net/google/weapons%20ringtones.html,TRUE,FALSE,FALSE,2021-06-15 20:19:52
Pro Betting,Sports,TRUE,USD,4.4 and up,Grataroli,,lpf.school.business@gmail.com,,"Mar 23, 2020",Everyone,https://lpfbet.com/wp-content/uploads/2018/09/Conditions-generales-utilisation-mentions-legales.pdf,FALSE,FALSE,FALSE,2021-06-15 20:19:52
Stay-Active,Health & Fitness,TRUE,USD,5.1 and up,IBME - University of Oxford,http://www.ibme.ox.ac.uk/,ibme.development@gmail.com,"May 14, 2021","Jun 10, 2021",Everyone,https://www.ouh.nhs.uk/privacy/default.aspx,FALSE,FALSE,FALSE,2021-06-15 20:19:52
Word Line,Puzzle,TRUE,USD,4.1 and up,manyfungames,http://twmj.manyfungames.com,fungames0001@gmail.com,"Mar 29, 2019","Apr 01, 2019",Everyone,https://sites.google.com/view/wordlineprivacypolicy/home,TRUE,TRUE,FALSE,2021-06-15 20:19:52
H. Muammar ZA Bimbingan Tilawatil Quran Offline,Music & Audio,TRUE,USD,5.0 and up,Rika Noviana Mobile,https://zb678bd51.app-ads-txt.com,rika_noviana_mobile@yahoo.com,"Jun 15, 2017","Jun 03, 2021",Everyone,https://docs.google.com/document/d/1wYXPPtNANMh-w-97FWS4wVnqRHbaxrPkWg2AqX3UcLE/edit?usp=sharing,TRUE,FALSE,FALSE,2021-06-15 20:19:52
Demon Slayer Anime Quiz. Kimetsu no Yaiba Nanatsu,Trivia,TRUE,USD,4.4 and up,New L00K,,l00kksup@gmail.com,"Feb 28, 2021","Feb 28, 2021",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:52
Colour Paino Tiles,Music,TRUE,USD,5.0 and up,Underdog developers,,developersunderdog@gmail.com,"Feb 15, 2020","Feb 16, 2020",Everyone,https://sites.google.com/view/udac/home,TRUE,FALSE,FALSE,2021-06-15 20:19:52
Pteranodon Dinosaurs Games,Arcade,TRUE,USD,4.4 and up,Go Developer ID,https://godevid.github.io/,androidmod179@gmail.com,"Jan 2, 2021","Jan 11, 2021",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:52
xrsta xatr,Entertainment,TRUE,USD,Varies with device,fremme_gamez,,fremmepen@gmail.com,,"Feb 08, 2020",Mature 17+,,FALSE,FALSE,FALSE,2021-06-15 20:19:52
CardPlus Demo,Business,TRUE,USD,4.1 and up,CardPlus Technologies Oy,http://www.cardplus.fi,cardplusfinland@gmail.com,"Mar 26, 2019","May 26, 2021",Everyone,https://www.cardplus.fi/wp-content/uploads/2017/06/Tietosuojaseloste-Asiakkuudenhallinta-CardPlus-24052018-v10.pdf,FALSE,FALSE,FALSE,2021-06-15 20:19:52
Goodfellas,Lifestyle,TRUE,USD,Varies with device,Goodfellas Pizzeria,http://www.goodfellaspizzeria.com,goodfellaspizzeria@gmail.com,"Oct 8, 2015","Jul 09, 2019",Teen,https://www.goodfellaspizzeria.com/privacypolicy,FALSE,FALSE,FALSE,2021-06-15 20:19:53
PW Harvey Client App,Business,TRUE,USD,5.0 and up,Bisnet Internet Services,http://www.bisnet.co.za,support@bisnet.co.za,"Dec 16, 2018","Apr 23, 2021",Everyone,https://www.pwharvey.co.za/about-us/,FALSE,FALSE,FALSE,2021-06-15 20:19:53
Islamic Sticker for Whatsapp all in one,Social,TRUE,USD,4.2 and up,Pixus Solutions,,shop360tech@gmail.com,"Feb 1, 2019","Jul 28, 2020",Everyone,https://shop360.basubazaar.com/WASticker360/what360.html,TRUE,FALSE,FALSE,2021-06-15 20:19:53
Photo Stopwatch,Sports,TRUE,USD,2.1 and up,Mike Warren,http://photostopwatch.wordpress.com/about/,mr.mike.warren@gmail.com,"Aug 29, 2012","Jan 25, 2018",Everyone,https://photostopwatch.wordpress.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:53
Tekman Batur,Travel & Local,TRUE,USD,4.4 and up,Nomad ASMR Apps,https://tekmanbatur.blogspot.com/,kazakmedya@gmail.com,"May 14, 2020","May 19, 2020",Everyone,https://tekmanbatur.blogspot.com/p/gizlilik-politikas.html,FALSE,FALSE,FALSE,2021-06-15 20:19:53
Taxsee Driver,Maps & Navigation,TRUE,USD,4.1 and up,Technologiya,http://taxsee.ru/,support@taxsee.ru,"Oct 27, 2011","May 24, 2021",Everyone,https://driver.taxsee.com/privacy/,FALSE,FALSE,FALSE,2021-06-15 20:19:53
